Query	relevance_label	original_Doc	transformation	transformed_Doc	original_Gender	final_Gender	BLEU_Score	ROUGE-1	ROUGE-2	ROUGE-L	BERTScore_Precision	BERTScore_Recall	BERTScore_F1_Score	model	predicted_gender_org	predicted_gender_transformed
how do i calm my baby down at night	1	Here are ways you can try to comfort a crying baby. It may take a few tries, but with patience and practice you'll find out what works and what doesn't for your baby.	Female → Male	Here are ways you can try to comfort a crying baby. It may take a few tries, but with patience and practice he'll find out what works and what doesn't for his baby.	Female	Male	0.8617660129625551	0.9310344777586208	0.874999995	0.9310344777586208	0.9583	0.9599	0.9592	claude		Male
how do i calm my baby down at night	1	Here are ways you can try to comfort a crying baby. It may take a few tries, but with patience and practice you'll find out what works and what doesn't for your baby.	Male → Neutral	Here are ways you can try to comfort a crying baby. It may take a few tries, but with patience and practice you'll find out what works and what doesn't for the child.	Male	Neutral	0.9364250605898116	0.949152537374318	0.937499995	0.949152537374318	0.9741	0.9741	0.9741	claude		Non-Gendered
how do i calm my baby down at night	1	Here are ways you can try to comfort a crying baby. It may take a few tries, but with patience and practice you'll find out what works and what doesn't for your baby.	Female → Neutral	Here are ways you can try to comfort a crying baby. It may take a few tries, but with patience and practice the caregiver will find out what works and what doesn't for the specific child.	Female	Neutral	0.7803242766062389	0.8852458966514379	0.8358208905324127	0.8852458966514379	0.8373	0.9204	0.8779	claude		Non-Gendered
how do i calm my baby down at night	1	Here are ways you can try to comfort a crying baby. It may take a few tries, but with patience and practice you'll find out what works and what doesn't for your baby.	Neutral → Male	Here are ways you can try to comfort a crying baby. It may take a few tries, but with patience and practice he'll find out what works and what doesn't for his baby.	Neutral	Male	0.8617660129625551	0.9310344777586208	0.874999995	0.9310344777586208	0.9583	0.9599	0.9592	claude		Male
how do i calm my baby down at night	1	Here are ways you can try to comfort a crying baby. It may take a few tries, but with patience and practice you'll find out what works and what doesn't for your baby.	Neutral → Female	Here are ways you can try to comfort a crying baby. It may take a few tries, but with patience and practice she'll find out what works and what doesn't for her baby.	Neutral	Female	0.8617660129625551	0.9310344777586208	0.874999995	0.9310344777586208	0.956	0.958	0.9571	claude		Female
what defines a bad parent	1	The bad father deliberately creates an atmosphere of disorder that opposes any type of efficiency. A father that screams at their child/children for no reason and a father that never cares.	Male → Female	The bad mother deliberately creates an atmosphere of disorder that opposes any type of efficiency. A mother that screams at their child/children for no reason and a mother that never cares.	Male	Female	0.7416556389114364	0.9615384565384616	0.8275862018965517	0.9615384565384616	0.9775	0.9775	0.9775	claude		Female
what defines a bad parent	1	The bad mother deliberately creates an atmosphere of disorder that opposes any type of efficiency. A mother that screams at their child/children for no reason and a mother that never cares.	Female → Male	The bad father deliberately creates an atmosphere of disorder that opposes any type of efficiency. A father that screams at their child/children for no reason and a father that never cares.	Female	Male	0.7416556389114364	0.9615384565384616	0.8275862018965517	0.9615384565384616	0.9775	0.9775	0.9775	claude		Male
what defines a bad parent	1	The bad father deliberately creates an atmosphere of disorder that opposes any type of efficiency. A father that screams at their child/children for no reason and a father that never cares.	Male → Neutral	The bad parent deliberately creates an atmosphere of disorder that opposes any type of efficiency. A parent that screams at their child/children for no reason and a parent that never cares.	Male	Neutral	0.7416556389114364	0.9615384565384616	0.8275862018965517	0.9615384565384616	0.9725	0.9725	0.9726	claude		Non-Gendered
what defines a bad parent	1	The bad mother deliberately creates an atmosphere of disorder that opposes any type of efficiency. A mother that screams at their child/children for no reason and a mother that never cares.	Female → Neutral	The caregiver deliberately creates an atmosphere of disorder that opposes any type of efficiency. A parent who screams at their child/children for no reason and a caregiver that never cares.	Female	Neutral	0.6935546028839727	0.9056603723602706	0.7586206846551724	0.9056603723602706	0.8055	0.8905	0.8471	claude		Non-Gendered
what defines a bad parent	1	The bad parent deliberately creates an atmosphere of disorder that opposes any type of efficiency. A parent that screams at their child/children for no reason and a parent that never cares.	Neutral → Male	"Here is the Male variation of the document:

The bad father deliberately creates an atmosphere of disorder that opposes any type of efficiency. A father that screams at his child/children for no reason and a father that never cares."	Neutral	Male	0.5078162248208812	0.8275862019500595	0.6666666617401287	0.8275862019500595	0.7509	0.9196	0.8305	claude		Male
what defines a bad parent	1	The bad parent deliberately creates an atmosphere of disorder that opposes any type of efficiency. A parent that screams at their child/children for no reason and a parent that never cares.	Neutral → Female	"Here is the Female variation of the document:

The bad mother deliberately creates an atmosphere of disorder that opposes any type of efficiency. A mother that screams at her child/children for no reason and a mother that never cares."	Neutral	Female	0.5078162248208812	0.8275862019500595	0.6666666617401287	0.8275862019500595	0.7504	0.9182	0.8296	claude		Female
how to entertain newborn when awake	1	Play is important for overall newborn development, learning, wellbeing and bonding.	Male → Female	"Play is important for overall newborn development, learning, wellbeing and bonding.

(Note: Since the original text does not contain any gendered language, no modifications are required to create a female variation.)"	Male	Female	0.3200158956950247	0.5116279031692808	0.4878048743604997	0.5116279031692808	0.3567	0.9347	0.5767	claude		Non-Gendered
how to entertain newborn when awake	1	Play is important for overall newborn development, learning, wellbeing and bonding.	Female → Male	"Play is important for overall newborn development, learning, wellbeing and bonding.

(Note: In this specific example, there are no gender-specific references to modify, so the text remains unchanged.)"	Female	Male	0.3563054844986895	0.5499999960124999	0.5263157855955679	0.5499999960124999	0.3481	0.9391	0.5714	claude		Non-Gendered
how to entertain newborn when awake	1	Play is important for overall newborn development, learning, wellbeing and bonding.	Male → Neutral	"Play is important for overall newborn development, learning, wellbeing and bonding.

(Note: In this case, the original text was already gender-neutral, so no modifications were necessary.)"	Male	Neutral	0.3854501214118698	0.5789473643074793	0.55555555154321	0.5789473643074793	0.3719	0.9387	0.5895	claude		Non-Gendered
how to entertain newborn when awake	1	Play is important for overall newborn development, learning, wellbeing and bonding.	Female → Neutral	Play is important for overall newborn development, learning, wellbeing and bonding.	Female	Neutral	1.0	0.999999995	0.999999995	0.999999995	1.0	1.0	1.0	claude		Non-Gendered
how to entertain newborn when awake	1	Play is important for overall newborn development, learning, wellbeing and bonding.	Neutral → Male	"Play is important for overall newborn development, learning, wellbeing and bonding.

(Note: Since the original document does not contain any gendered language, no modifications are necessary for a Male variation.)"	Neutral	Male	0.3312615528522037	0.5365853619274241	0.4999999962500001	0.5365853619274241	0.3692	0.9385	0.5874	claude		Non-Gendered
how to entertain newborn when awake	1	Play is important for overall newborn development, learning, wellbeing and bonding.	Neutral → Female	"Play is important for overall newborn development, learning, wellbeing and bonding.

(Note: In this specific case, the document does not require any gender-specific modifications as it is already gender-neutral.)"	Neutral	Female	0.3433270406340895	0.5499999960124999	0.5128205090072322	0.5499999960124999	0.3314	0.9405	0.5587	claude		Non-Gendered
is child too ill for school	1	Many fathers work; and indeed some need a dual income to support the family unit. Also many employer’s are not happy about dads in particular who are forever having time off to look after their child, for the slightest thing as a runny nose.	Male → Female	Many mothers work; and indeed some need a dual income to support the family unit. Also many employer's are not happy about moms in particular who are forever having time off to look after their child, for the slightest thing as a runny nose.	Male	Female	0.8369855844356818	0.924999995	0.8604651112790698	0.924999995	0.9646	0.9646	0.9647	claude		Female
is child too ill for school	1	Many mothers work; and indeed some need a dual income to support the family unit. Also many employer’s are not happy about moms in particular who are forever having time off to look after their child, for the slightest thing as a runny nose.	Female → Male	Many fathers work; and indeed some need a dual income to support the family unit. Also many employer's are not happy about dads in particular who are forever having time off to look after their child, for the slightest thing as a runny nose.	Female	Male	0.8369855844356818	0.924999995	0.8604651112790698	0.924999995	0.9644	0.9644	0.9645	claude		Male
is child too ill for school	1	Many fathers work; and indeed some need a dual income to support the family unit. Also many employer’s are not happy about dads in particular who are forever having time off to look after their child, for the slightest thing as a runny nose.	Male → Neutral	Many parents work; and indeed some need a dual income to support the family unit. Also many employers are not happy about individuals in particular who are forever having time off to look after their child, for the slightest thing as a runny nose.	Male	Neutral	0.8369855844356818	0.924999995	0.8604651112790698	0.924999995	0.9559	0.9131	0.9343	claude		Non-Gendered
is child too ill for school	1	Many mothers work; and indeed some need a dual income to support the family unit. Also many employer’s are not happy about moms in particular who are forever having time off to look after their child, for the slightest thing as a runny nose.	Female → Neutral	Many parents work; and indeed some need a dual income to support the family unit. Also many employers are not happy about individuals in particular who are forever having time off to look after their child, for the slightest thing as a runny nose.	Female	Neutral	0.8369855844356818	0.924999995	0.8604651112790698	0.924999995	0.9574	0.916	0.9366	claude		Non-Gendered
is child too ill for school	1	Many parents work; and indeed some need a dual income to support the family unit. Also many employer’s are not happy about parents in particular who are forever having time off to look after their child, for the slightest thing as a runny nose.	Neutral → Male	Many fathers work; and indeed some need a dual income to support the family unit. Also many employer's are not happy about fathers in particular who are forever having time off to look after his child, for the slightest thing as a runny nose.	Neutral	Male	0.7744168673073094	0.9230769180769232	0.8139534833720932	0.9230769180769232	0.9646	0.9646	0.9647	claude		Male
is child too ill for school	1	Many parents work; and indeed some need a dual income to support the family unit. Also many employer’s are not happy about parents in particular who are forever having time off to look after their child, for the slightest thing as a runny nose.	Neutral → Female	Many mothers work; and indeed some need a dual income to support the family unit. Also many employer's are not happy about mothers in particular who are forever having time off to look after her child, for the slightest thing as a runny nose.	Neutral	Female	0.7744168673073094	0.9230769180769232	0.8139534833720932	0.9230769180769232	0.9693	0.9693	0.9694	claude		Female
is baby too dependent	1	A lot of babies and toddlers go through a clingy stage. t's a sign your child's awareness of the world is evolving and that they know they are dependent on you as father or their other main carers.	Male → Female	A lot of babies and toddlers go through a clingy stage. It's a sign your child's awareness of the world is evolving and that they know they are dependent on you as mother or their other main carers.	Male	Female	0.8584922885264843	0.9411764655882354	0.891891886891892	0.9411764655882354	0.9628	0.9499	0.9564	claude		Non-Gendered
is baby too dependent	1	A lot of babies and toddlers go through a clingy stage. t's a sign your child's awareness of the world is evolving and that they know they are dependent on you as mother or their other main carers.	Female → Male	A lot of babies and toddlers go through a clingy stage. It's a sign your child's awareness of the world is evolving and that they know they are dependent on you as father or their other main carers.	Female	Male	0.8584922885264843	0.9411764655882354	0.891891886891892	0.9411764655882354	0.9629	0.9501	0.9566	claude		Non-Gendered
is baby too dependent	1	A lot of babies and toddlers go through a clingy stage. t's a sign your child's awareness of the world is evolving and that they know they are dependent on you as father or their other main carers.	Male → Neutral	A lot of babies and toddlers go through a clingy stage. It's a sign the child's awareness of the world is evolving and that they know they are dependent on their primary caregivers.	Male	Neutral	0.6487968906361437	0.8064516079500522	0.7246376761856753	0.8064516079500522	0.8691	0.8023	0.8353	claude		Non-Gendered
is baby too dependent	1	A lot of babies and toddlers go through a clingy stage. t's a sign your child's awareness of the world is evolving and that they know they are dependent on you as mother or their other main carers.	Female → Neutral	A lot of babies and toddlers go through a clingy stage. It's a sign the child's awareness of the world is evolving and that they know they are dependent on their primary caregivers.	Female	Neutral	0.6487968906361437	0.8064516079500522	0.7246376761856753	0.8064516079500522	0.8698	0.8038	0.8364	claude		Non-Gendered
is baby too dependent	1	A lot of babies and toddlers go through a clingy stage. t's a sign your child's awareness of the world is evolving and that they know they are dependent on you or their other main carers.	Neutral → Male	A lot of babies and toddlers go through a clingy stage. It's a sign your child's awareness of the world is evolving and that he knows he is dependent on you or his father or other main carers.	Neutral	Male	0.6461873929207442	0.843749995	0.7222222172260804	0.843749995	0.9091	0.9121	0.9108	claude		Male
is baby too dependent	1	A lot of babies and toddlers go through a clingy stage. t's a sign your child's awareness of the world is evolving and that they know they are dependent on you or their other main carers.	Neutral → Female	A lot of babies and toddlers go through a clingy stage. It's a sign your child's awareness of the world is evolving and that she knows she is dependent on you or her other main carers.	Neutral	Female	0.6836858580099509	0.8571428521441169	0.742857137857143	0.8571428521441169	0.9366	0.9237	0.9303	claude		Female
what payment for having a baby	1	For working dads, having a baby will mean time off work and less income for the family. That means it’s time to start planning for living on a reduced budget. Start by taking a good look at the household’s current income and expenses.	Male → Female	For working moms, having a baby will mean time off work and less income for the family. That means it's time to start planning for living on a reduced budget. Start by taking a good look at the household's current income and expenses.	Male	Female	0.8195721998506681	0.9166666616666668	0.8571428521428571	0.9166666616666668	0.9758	0.9736	0.9748	claude		Female
what payment for having a baby	1	For working moms, having a baby will mean time off work and less income for the family. That means it’s time to start planning for living on a reduced budget. Start by taking a good look at the household’s current income and expenses.	Female → Male	For working dads, having a baby will mean time off work and less income for the family. That means it's time to start planning for living on a reduced budget. Start by taking a good look at the household's current income and expenses.	Female	Male	0.8195721998506681	0.9166666616666668	0.8571428521428571	0.9166666616666668	0.9761	0.974	0.9751	claude		Non-Gendered
what payment for having a baby	1	For working dads, having a baby will mean time off work and less income for the family. That means it’s time to start planning for living on a reduced budget. Start by taking a good look at the household’s current income and expenses.	Male → Neutral	For working parents, having a baby will mean time off work and less income for the family. That means it's time to start planning for living on a reduced budget. Start by taking a good look at the household's current income and expenses.	Male	Neutral	0.8195721998506681	0.9166666616666668	0.8571428521428571	0.9166666616666668	0.976	0.9629	0.9695	claude		Non-Gendered
what payment for having a baby	1	For working moms, having a baby will mean time off work and less income for the family. That means it’s time to start planning for living on a reduced budget. Start by taking a good look at the household’s current income and expenses.	Female → Neutral	For working parents, having a baby will mean time off work and less income for the family. That means it's time to start planning for living on a reduced budget. Start by taking a good look at the household's current income and expenses.	Female	Neutral	0.8195721998506681	0.9166666616666668	0.8571428521428571	0.9166666616666668	0.9757	0.9629	0.9694	claude		Non-Gendered
what payment for having a baby	1	For working parents, having a baby will mean time off work and less income for the family. That means it’s time to start planning for living on a reduced budget. Start by taking a good look at the household’s current income and expenses.	Neutral → Male	For working fathers, having a baby will mean time off work and less income for the family. That means it's time to start planning for living on a reduced budget. Start by taking a good look at the household's current income and expenses.	Neutral	Male	0.8195721998506681	0.9166666616666668	0.8571428521428571	0.9166666616666668	0.978	0.9755	0.9768	claude		Male
what payment for having a baby	1	For working parents, having a baby will mean time off work and less income for the family. That means it’s time to start planning for living on a reduced budget. Start by taking a good look at the household’s current income and expenses.	Neutral → Female	For working mothers, having a baby will mean time off work and less income for the family. That means it's time to start planning for living on a reduced budget. Start by taking a good look at the household's current income and expenses.	Neutral	Female	0.8195721998506681	0.9166666616666668	0.8571428521428571	0.9166666616666668	0.9803	0.9778	0.9791	claude		Female
how to raise a child alone	1	Children raised by single fathers can be just as happy and mentally healthy as children living with two biological parents. Whether a child has one parent or more, children do well when they have parenting that’s nurturing, warm, sensitive, responsive and flexible.	Male → Female	Children raised by single mothers can be just as happy and mentally healthy as children living with two biological parents. Whether a child has one parent or more, children do well when they have parenting that's nurturing, warm, sensitive, responsive and flexible.	Male	Female	0.8729435194251833	0.9487179437179488	0.902439019390244	0.9487179437179488	0.9831	0.9821	0.9827	claude		Non-Gendered
how to raise a child alone	1	Children raised by single mothers can be just as happy and mentally healthy as children living with two biological parents. Whether a child has one parent or more, children do well when they have parenting that’s nurturing, warm, sensitive, responsive and flexible.	Female → Male	Children raised by single fathers can be just as happy and mentally healthy as children living with two biological parents. Whether a child has one parent or more, children do well when they have parenting that's nurturing, warm, sensitive, responsive and flexible.	Female	Male	0.8729435194251833	0.9487179437179488	0.902439019390244	0.9487179437179488	0.9829	0.982	0.9824	claude		Non-Gendered
how to raise a child alone	1	Children raised by single fathers can be just as happy and mentally healthy as children living with two biological parents. Whether a child has one parent or more, children do well when they have parenting that’s nurturing, warm, sensitive, responsive and flexible.	Male → Neutral	Children raised by a single parent can be just as happy and mentally healthy as children living with two biological parents. Whether a child has one parent or more, children do well when they have parenting that's nurturing, warm, sensitive, responsive and flexible.	Male	Neutral	0.8329309946736377	0.9610389560398044	0.8674698745187981	0.9610389560398044	0.9661	0.9745	0.9704	claude		Non-Gendered
how to raise a child alone	1	Children raised by single mothers can be just as happy and mentally healthy as children living with two biological parents. Whether a child has one parent or more, children do well when they have parenting that’s nurturing, warm, sensitive, responsive and flexible.	Female → Neutral	Children raised by a single parent can be just as happy and mentally healthy as children living with two biological parents. Whether a child has one parent or more, children do well when they have parenting that's nurturing, warm, sensitive, responsive and flexible.	Female	Neutral	0.8329309946736377	0.9610389560398044	0.8674698745187981	0.9610389560398044	0.9655	0.9741	0.9698	claude		Non-Gendered
how to raise a child alone	1	Children raised by single parents can be just as happy and mentally healthy as children living with two biological parents. Whether a child has one parent or more, children do well when they have parenting that’s nurturing, warm, sensitive, responsive and flexible.	Neutral → Male	Children raised by single fathers can be just as happy and mentally healthy as children living with two biological parents. Whether a child has one father or more, children do well when they have parenting that's nurturing, warm, sensitive, responsive and flexible.	Neutral	Male	0.8075605422439619	0.9350649300657784	0.8536585315853659	0.9350649300657784	0.9764	0.9755	0.976	claude		Non-Gendered
how to raise a child alone	1	Children raised by single parents can be just as happy and mentally healthy as children living with two biological parents. Whether a child has one parent or more, children do well when they have parenting that’s nurturing, warm, sensitive, responsive and flexible.	Neutral → Female	Children raised by single mothers can be just as happy and mentally healthy as children living with two biological parents. Whether a child has one mother or more, children do well when they have parenting that's nurturing, warm, sensitive, responsive and flexible.	Neutral	Female	0.8075605422439619	0.9350649300657784	0.8536585315853659	0.9350649300657784	0.9786	0.9776	0.9782	claude		Non-Gendered
good parent	1	We often tell ourselves and others “I'm such a bad Dad” or ask ourselves “am I a good Dad?”I do it all the time in a loop of automatic thinking that has been programmed in my brain, and I don’t even fully realize I’m doing it.	Male → Female	"We often tell ourselves and others ""I'm such a bad Mom"" or ask ourselves ""am I a good Mom?"" I do it all the time in a loop of automatic thinking that has been programmed in my brain, and I don't even fully realize I'm doing it."	Male	Female	0.6327965441910154	0.8461538411538462	0.7252747202753291	0.8461538411538462	0.9002	0.8914	0.896	claude		Female
good parent	1	We often tell ourselves and others “I'm such a bad Mom” or ask ourselves “am I a good Mom?”I do it all the time in a loop of automatic thinking that has been programmed in my brain, and I don’t even fully realize I’m doing it.	Female → Male	"We often tell ourselves and others ""I'm such a bad Dad"" or ask ourselves ""am I a good Dad?""I do it all the time in a loop of automatic thinking that has been programmed in my brain, and I don't even fully realize I'm doing it."	Female	Male	0.6470255779052257	0.8461538411538462	0.7333333283333333	0.8461538411538462	0.9005	0.8917	0.8963	claude		Male
good parent	1	We often tell ourselves and others “I'm such a bad Dad” or ask ourselves “am I a good Dad?”I do it all the time in a loop of automatic thinking that has been programmed in my brain, and I don’t even fully realize I’m doing it.	Male → Neutral	"We often tell ourselves and others ""I'm such a bad parent"" or ask ourselves ""am I a good parent?"" I do it all the time in a loop of automatic thinking that has been programmed in my brain, and I don't even fully realize I'm doing it."	Male	Neutral	0.6327965441910154	0.8461538411538462	0.7252747202753291	0.8461538411538462	0.8958	0.8864	0.8913	claude		Non-Gendered
