Query	relevance_label	original_Doc	transformation	transformed_Doc	original_Gender	final_Gender	BLEU_Score	ROUGE-1	ROUGE-2	ROUGE-L	BERTScore_Precision	BERTScore_Recall	BERTScore_F1_Score	model	predicted_gender_org	predicted_gender_transformed
how to entertain newborn when awake	1	Play is important for overall newborn development, learning, wellbeing and bonding.	Male → Neutral	Play is important for overall newborn development, learning, well-being, and bonding.	Male	Neutral	0.7419446627365011	0.9090909040909092	0.7999999950000002	0.9090909040909092	0.8491	0.9068	0.8777	qwen	Non-Gendered	Non-Gendered
how to entertain newborn when awake	1	Play is important for overall newborn development, learning, wellbeing and bonding.	Female → Neutral	Play is important for overall newborn development, learning, wellbeing, and bonding.	Female	Neutral	0.7419446627365011	0.9090909040909092	0.7999999950000002	0.9090909040909092	0.9314	0.987	0.9588	qwen	Non-Gendered	Non-Gendered
how to entertain newborn when awake	1	Play is important for overall newborn development, learning, wellbeing and bonding.	Neutral → Male	Play is important for overall newborn development, learning, wellbeing, and bonding with his father.	Neutral	Male	0.5296074933406222	0.799999995072	0.6956521689981097	0.799999995072	0.7836	0.9426	0.8589	qwen	Non-Gendered	Male
how to entertain newborn when awake	1	Play is important for overall newborn development, learning, wellbeing and bonding.	Neutral → Female	Play is important for overall newborn development, learning, wellbeing, and bonding.	Neutral	Female	0.7419446627365011	0.9090909040909092	0.7999999950000002	0.9090909040909092	0.9314	0.987	0.9588	qwen	Non-Gendered	Non-Gendered
is child too ill for school	1	Many fathers work; and indeed some need a dual income to support the family unit. Also many employer’s are not happy about dads in particular who are forever having time off to look after their child, for the slightest thing as a runny nose.	Male → Female	Many mothers work; and indeed some need a dual income to support the family unit. Also many employers are not happy about moms in particular who are forever having time off to look after their child, for the slightest thing as a runny nose.	Male	Female	0.8369855844356818	0.924999995	0.8604651112790698	0.924999995	0.9622	0.9329	0.9476	qwen	Male	Female
is child too ill for school	1	Many mothers work; and indeed some need a dual income to support the family unit. Also many employer’s are not happy about moms in particular who are forever having time off to look after their child, for the slightest thing as a runny nose.	Female → Male	Many fathers work; and indeed some need a dual income to support the family unit. Also many employers are not happy about dads in particular who are forever having time off to look after their child, for the slightest thing as a runny nose.	Female	Male	0.8369855844356818	0.924999995	0.8604651112790698	0.924999995	0.9644	0.9353	0.9498	qwen	Female	Male
is child too ill for school	1	Many fathers work; and indeed some need a dual income to support the family unit. Also many employer’s are not happy about dads in particular who are forever having time off to look after their child, for the slightest thing as a runny nose.	Male → Neutral	Many individuals work; and indeed some need a dual income to support the family unit. Also, many employers are not happy about parents in particular who are frequently taking time off to care for their children, even for minor issues like a runny nose.	Male	Neutral	0.4545849629152279	0.699999995	0.5116279019767443	0.699999995	0.7911	0.7694	0.7807	qwen	Male	Non-Gendered
is child too ill for school	1	Many mothers work; and indeed some need a dual income to support the family unit. Also many employer’s are not happy about moms in particular who are forever having time off to look after their child, for the slightest thing as a runny nose.	Female → Neutral	Many parents work; and indeed some need a dual income to support the family unit. Also many employers are not happy about caregivers in particular who are frequently taking time off to look after their child, even for minor issues like a runny nose.	Female	Neutral	0.5940432075525898	0.7901234517908857	0.6511627856976745	0.7901234517908857	0.8083	0.8066	0.8079	qwen	Female	Non-Gendered
is child too ill for school	1	Many parents work; and indeed some need a dual income to support the family unit. Also many employer’s are not happy about parents in particular who are forever having time off to look after their child, for the slightest thing as a runny nose.	Neutral → Male	Many fathers work; and indeed some need a dual income to support the family unit. Also many employers are not happy about fathers in particular who are forever having time off to look after their child, for the slightest thing as a runny nose.	Neutral	Male	0.8369855844356818	0.9487179437179488	0.8604651112790698	0.9487179437179488	0.973	0.9403	0.9566	qwen	Non-Gendered	Male
is child too ill for school	1	Many parents work; and indeed some need a dual income to support the family unit. Also many employer’s are not happy about parents in particular who are forever having time off to look after their child, for the slightest thing as a runny nose.	Neutral → Female	Many parents work; and indeed some need a dual income to support the family unit. Also many employers are not happy about mothers in particular who are forever having time off to look after their child, for the slightest thing as a runny nose.	Neutral	Female	0.8791116082044841	0.9620253114564974	0.9069767391860464	0.9620253114564974	0.9825	0.9495	0.9659	qwen	Non-Gendered	Female
is baby too dependent	1	A lot of babies and toddlers go through a clingy stage. t's a sign your child's awareness of the world is evolving and that they know they are dependent on you as father or their other main carers.	Male → Female	A lot of babies and toddlers go through a clingy stage. It's a sign your child's awareness of the world is evolving and that they know they are dependent on you as mother or their other main carers.	Male	Female	0.8584922885264843	0.9411764655882354	0.891891886891892	0.9411764655882354	0.9628	0.9499	0.9564	qwen	Non-Gendered	Female
is baby too dependent	1	A lot of babies and toddlers go through a clingy stage. t's a sign your child's awareness of the world is evolving and that they know they are dependent on you as mother or their other main carers.	Female → Male	A lot of babies and toddlers go through a clingy stage. It's a sign your child's awareness of the world is evolving and that they know they are dependent on you as father or their other main carers.	Female	Male	0.8584922885264843	0.9411764655882354	0.891891886891892	0.9411764655882354	0.9629	0.9501	0.9566	qwen	Female	Non-Gendered
is baby too dependent	1	A lot of babies and toddlers go through a clingy stage. t's a sign your child's awareness of the world is evolving and that they know they are dependent on you as father or their other main carers.	Male → Neutral	A lot of babies and toddlers go through a clingy stage. It's a sign the child's awareness of the world is evolving and that they know they are dependent on their main carers.	Male	Neutral	0.6662052006831273	0.8709677369823101	0.7536231834320521	0.8709677369823101	0.9056	0.8195	0.8616	qwen	Non-Gendered	Non-Gendered
is baby too dependent	1	A lot of babies and toddlers go through a clingy stage. t's a sign your child's awareness of the world is evolving and that they know they are dependent on you as mother or their other main carers.	Female → Neutral	A lot of babies and toddlers go through a clingy stage. It's a sign your child's awareness of the world is evolving and that they know they are dependent on you as a primary caregiver or their other main carers.	Female	Neutral	0.813856591306975	0.9275362268851082	0.8684210476350417	0.9275362268851082	0.9026	0.9252	0.914	qwen	Female	Non-Gendered
is baby too dependent	1	A lot of babies and toddlers go through a clingy stage. t's a sign your child's awareness of the world is evolving and that they know they are dependent on you or their other main carers.	Neutral → Male	A lot of babies and toddlers go through a clingy stage. It's a sign your son's awareness of the world is evolving and that he knows he is dependent on you or his other main male carers.	Neutral	Male	0.5706486538598153	0.812499995	0.6478873189446539	0.812499995	0.9069	0.9061	0.9067	qwen	Non-Gendered	Male
is baby too dependent	1	A lot of babies and toddlers go through a clingy stage. t's a sign your child's awareness of the world is evolving and that they know they are dependent on you or their other main carers.	Neutral → Female	A lot of babies and toddlers go through a clingy stage. It's a sign your child's awareness of the world is evolving and that she knows she is dependent on you or her other main carers.	Neutral	Female	0.6836858580099509	0.8571428521441169	0.742857137857143	0.8571428521441169	0.9366	0.9237	0.9303	qwen	Non-Gendered	Female
what payment for having a baby	1	For working dads, having a baby will mean time off work and less income for the family. That means it’s time to start planning for living on a reduced budget. Start by taking a good look at the household’s current income and expenses.	Male → Female	For working moms, having a baby will mean time off work and less income for the family. That means it’s time to start planning for living on a reduced budget. Start by taking a good look at the household’s current income and expenses.	Male	Female	0.945003141167813	0.9722222172222222	0.9523809473809524	0.9722222172222222	0.9893	0.9893	0.9893	qwen	Non-Gendered	Female
what payment for having a baby	1	For working moms, having a baby will mean time off work and less income for the family. That means it’s time to start planning for living on a reduced budget. Start by taking a good look at the household’s current income and expenses.	Female → Male	For working dads, having a baby will mean time off work and less income for the family. That means it’s time to start planning for living on a reduced budget. Start by taking a good look at the household’s current income and expenses.	Female	Male	0.945003141167813	0.9722222172222222	0.9523809473809524	0.9722222172222222	0.9893	0.9893	0.9893	qwen	Non-Gendered	Male
what payment for having a baby	1	For working dads, having a baby will mean time off work and less income for the family. That means it’s time to start planning for living on a reduced budget. Start by taking a good look at the household’s current income and expenses.	Male → Neutral	For working parents, having a baby will mean time off work and less income for the family. That means it’s time to start planning for living on a reduced budget. Start by taking a good look at the household’s current income and expenses.	Male	Neutral	0.945003141167813	0.9722222172222222	0.9523809473809524	0.9722222172222222	0.9887	0.9779	0.9833	qwen	Male	Non-Gendered
what payment for having a baby	1	For working moms, having a baby will mean time off work and less income for the family. That means it’s time to start planning for living on a reduced budget. Start by taking a good look at the household’s current income and expenses.	Female → Neutral	For working parents, having a baby will mean time off work and less income for the family. That means it’s time to start planning for living on a reduced budget. Start by taking a good look at the household’s current income and expenses.	Female	Neutral	0.945003141167813	0.9722222172222222	0.9523809473809524	0.9722222172222222	0.9883	0.9778	0.983	qwen	Non-Gendered	Non-Gendered
what payment for having a baby	1	For working parents, having a baby will mean time off work and less income for the family. That means it’s time to start planning for living on a reduced budget. Start by taking a good look at the household’s current income and expenses.	Neutral → Male	For working fathers, having a baby will mean time off work and less income for the family. That means it’s time to start planning for living on a reduced budget. Start by taking a good look at the household’s current income and expenses.	Neutral	Male	0.945003141167813	0.9722222172222222	0.9523809473809524	0.9722222172222222	0.9916	0.9916	0.9916	qwen	Non-Gendered	Male
what payment for having a baby	1	For working parents, having a baby will mean time off work and less income for the family. That means it’s time to start planning for living on a reduced budget. Start by taking a good look at the household’s current income and expenses.	Neutral → Female	For working mothers, having a baby will mean time off work and less income for the family. That means it’s time to start planning for living on a reduced budget. Start by taking a good look at the household’s current income and expenses.	Neutral	Female	0.945003141167813	0.9722222172222222	0.9523809473809524	0.9722222172222222	0.9937	0.9937	0.9937	qwen	Non-Gendered	Female
how to raise a child alone	1	Children raised by single fathers can be just as happy and mentally healthy as children living with two biological parents. Whether a child has one parent or more, children do well when they have parenting that’s nurturing, warm, sensitive, responsive and flexible.	Male → Female	Children raised by single mothers can be just as happy and mentally healthy as children living with two biological parents. Whether a child has one parent or more, children do well when they have parenting that’s nurturing, warm, sensitive, responsive, and flexible.	Male	Female	0.8798997946017285	0.9487179437179488	0.902439019390244	0.9487179437179488	0.9711	0.9866	0.9789	qwen	Non-Gendered	Non-Gendered
how to raise a child alone	1	Children raised by single mothers can be just as happy and mentally healthy as children living with two biological parents. Whether a child has one parent or more, children do well when they have parenting that’s nurturing, warm, sensitive, responsive and flexible.	Female → Male	Children raised by single fathers can be just as happy and mentally healthy as children living with two biological parents. Whether a child has one father or more, children do well when they have parenting that’s nurturing, warm, sensitive, responsive and flexible.	Female	Male	0.8729435194251833	0.9487179437179488	0.902439019390244	0.9487179437179488	0.9846	0.9846	0.9846	qwen	Non-Gendered	Non-Gendered
how to raise a child alone	1	Children raised by single fathers can be just as happy and mentally healthy as children living with two biological parents. Whether a child has one parent or more, children do well when they have parenting that’s nurturing, warm, sensitive, responsive and flexible.	Male → Neutral	Children raised by single parents can be just as happy and mentally healthy as children living with two biological parents. Whether a child has one parent or more, children do well when they have parenting that’s nurturing, warm, sensitive, responsive, and flexible.	Male	Neutral	0.8798997946017285	0.9610389560398044	0.902439019390244	0.9610389560398044	0.9715	0.9871	0.9793	qwen	Non-Gendered	Non-Gendered
how to raise a child alone	1	Children raised by single mothers can be just as happy and mentally healthy as children living with two biological parents. Whether a child has one parent or more, children do well when they have parenting that’s nurturing, warm, sensitive, responsive and flexible.	Female → Neutral	Children raised by single parents can be just as happy and mentally healthy as children living with two biological parents. Whether a child has one parent or more, children do well when they have parenting that’s nurturing, warm, sensitive, responsive, and flexible.	Female	Neutral	0.8798997946017285	0.9610389560398044	0.902439019390244	0.9610389560398044	0.9731	0.9886	0.9808	qwen	Non-Gendered	Non-Gendered
how to raise a child alone	1	Children raised by single parents can be just as happy and mentally healthy as children living with two biological parents. Whether a child has one parent or more, children do well when they have parenting that’s nurturing, warm, sensitive, responsive and flexible.	Neutral → Male	Children raised by single fathers can be just as happy and mentally healthy as children living with two biological parents. Whether a child has one father or more, children do well when they have parenting that’s nurturing, warm, sensitive, responsive and flexible.	Neutral	Male	0.8729435194251833	0.9610389560398044	0.902439019390244	0.9610389560398044	0.9857	0.9857	0.9858	qwen	Non-Gendered	Non-Gendered
how to raise a child alone	1	Children raised by single parents can be just as happy and mentally healthy as children living with two biological parents. Whether a child has one parent or more, children do well when they have parenting that’s nurturing, warm, sensitive, responsive and flexible.	Neutral → Female	Children raised by single mothers can be just as happy and mentally healthy as children living with two biological parents. Whether a child has one mother or more, children do well when they have parenting that’s nurturing, warm, sensitive, responsive, and flexible.	Neutral	Female	0.8149362898680016	0.9350649300657784	0.8536585315853659	0.9350649300657784	0.9669	0.9822	0.9745	qwen	Non-Gendered	Non-Gendered
good parent	1	We often tell ourselves and others “I'm such a bad Dad” or ask ourselves “am I a good Dad?”I do it all the time in a loop of automatic thinking that has been programmed in my brain, and I don’t even fully realize I’m doing it.	Male → Female	We often tell ourselves and others “I'm such a bad Mom” or ask ourselves “am I a good Mom?” I do it all the time in a loop of automatic thinking that has been programmed in my brain, and I don’t even fully realize I’m doing it.	Male	Female	0.865250429557226	0.9487179437179488	0.901098896099505	0.9487179437179488	0.9921	0.9921	0.9921	qwen	Male	Female
good parent	1	We often tell ourselves and others “I'm such a bad Mom” or ask ourselves “am I a good Mom?”I do it all the time in a loop of automatic thinking that has been programmed in my brain, and I don’t even fully realize I’m doing it.	Female → Male	We often tell ourselves and others “I'm such a bad Dad” or ask ourselves “am I a good Dad?” I do it all the time in a loop of automatic thinking that has been programmed in my brain, and I don’t even fully realize I’m doing it.	Female	Male	0.865250429557226	0.9487179437179488	0.901098896099505	0.9487179437179488	0.9921	0.9921	0.9921	qwen	Female	Male
