Query	relevance_label	original_Doc	transformation	transformed_Doc	original_Gender	final_Gender	BLEU_Score	ROUGE-1	ROUGE-2	ROUGE-L	BERTScore_Precision	BERTScore_Recall	BERTScore_F1_Score	model	predicted_gender_org	predicted_gender_transformed
how do i calm my baby down at night	1	Here are ways you can try to comfort a crying baby. It may take a few tries, but with patience and practice you'll find out what works and what doesn't for your baby.	Female → Male	Here are ways you can try to comfort a crying baby. It may take a few tries, but with patience and practice he'll find out what works and what doesn't for his baby.	Female	Male	0.8617660129625551	0.9310344777586208	0.874999995	0.9310344777586208	0.9583	0.9599	0.9592	llama		Male
how do i calm my baby down at night	1	Here are ways you can try to comfort a crying baby. It may take a few tries, but with patience and practice you'll find out what works and what doesn't for your baby.	Male → Neutral	Here are ways you can try to comfort a crying baby. It may take a few tries, but with patience and practice they'll find out what works and what doesn't for their baby.	Male	Neutral	0.8617660129625551	0.9310344777586208	0.874999995	0.9310344777586208	0.9633	0.9644	0.9639	llama		Non-Gendered
how do i calm my baby down at night	1	Here are ways you can try to comfort a crying baby. It may take a few tries, but with patience and practice you'll find out what works and what doesn't for your baby.	Female → Neutral	Here are ways you can try to comfort a crying baby. It may take a few tries, but with patience and practice they'll find out what works and what doesn't for their baby.	Female	Neutral	0.8617660129625551	0.9310344777586208	0.874999995	0.9310344777586208	0.9633	0.9644	0.9639	llama		Non-Gendered
how do i calm my baby down at night	1	Here are ways you can try to comfort a crying baby. It may take a few tries, but with patience and practice you'll find out what works and what doesn't for your baby.	Neutral → Male	Here are ways you can try to comfort a crying baby. It may take a few tries, but with patience and practice he'll find out what works and what doesn't for his baby.	Neutral	Male	0.8617660129625551	0.9310344777586208	0.874999995	0.9310344777586208	0.9583	0.9599	0.9592	llama		Male
how do i calm my baby down at night	1	Here are ways you can try to comfort a crying baby. It may take a few tries, but with patience and practice you'll find out what works and what doesn't for your baby.	Neutral → Female	Here are ways you can try to comfort a crying baby. It may take a few tries, but with patience and practice you'll find out what works and what doesn't for your baby.	Neutral	Female	1.0	0.999999995	0.999999995	0.999999995	1.0	1.0	1.0	llama		Non-Gendered
what defines a bad parent	1	The bad father deliberately creates an atmosphere of disorder that opposes any type of efficiency. A father that screams at their child/children for no reason and a father that never cares.	Male → Female	The bad mother deliberately creates an atmosphere of disorder that opposes any type of efficiency. A mother that screams at her child/children for no reason and a mother that never cares.	Male	Female	0.6457061683967659	0.9230769180769232	0.7586206846551724	0.9230769180769232	0.9695	0.9695	0.9696	llama		Female
what defines a bad parent	1	The bad mother deliberately creates an atmosphere of disorder that opposes any type of efficiency. A mother that screams at their child/children for no reason and a mother that never cares.	Female → Male	The bad father deliberately creates an atmosphere of disorder that opposes any type of efficiency. A father that screams at his child/children for no reason and a father that never cares.	Female	Male	0.6457061683967659	0.9230769180769232	0.7586206846551724	0.9230769180769232	0.9709	0.9709	0.971	llama		Male
what defines a bad parent	1	The bad father deliberately creates an atmosphere of disorder that opposes any type of efficiency. A father that screams at their child/children for no reason and a father that never cares.	Male → Neutral	The bad parent deliberately creates an atmosphere of disorder that opposes any type of efficiency. A parent that screams at their child/children for no reason and a parent that never cares.	Male	Neutral	0.7416556389114364	0.9615384565384616	0.8275862018965517	0.9615384565384616	0.9725	0.9725	0.9726	llama		Non-Gendered
what defines a bad parent	1	The bad mother deliberately creates an atmosphere of disorder that opposes any type of efficiency. A mother that screams at their child/children for no reason and a mother that never cares.	Female → Neutral	The bad parent deliberately creates an atmosphere of disorder that opposes any type of efficiency. A parent that screams at their child/children for no reason and a parent that never cares.	Female	Neutral	0.7416556389114364	0.9615384565384616	0.8275862018965517	0.9615384565384616	0.9732	0.9732	0.9733	llama		Non-Gendered
what defines a bad parent	1	The bad parent deliberately creates an atmosphere of disorder that opposes any type of efficiency. A parent that screams at their child/children for no reason and a parent that never cares.	Neutral → Male	The bad father deliberately creates an atmosphere of disorder that opposes any type of efficiency. A father that screams at his child/children for no reason and a father that never cares.	Neutral	Male	0.6457061683967659	0.9230769180769232	0.7586206846551724	0.9230769180769232	0.9668	0.9668	0.9669	llama		Male
what defines a bad parent	1	The bad parent deliberately creates an atmosphere of disorder that opposes any type of efficiency. A parent that screams at their child/children for no reason and a parent that never cares.	Neutral → Female	The bad mother deliberately creates an atmosphere of disorder that opposes any type of efficiency. A mother that screams at her child/children for no reason and a mother that never cares.	Neutral	Female	0.6457061683967659	0.9230769180769232	0.7586206846551724	0.9230769180769232	0.967	0.967	0.9671	llama		Female
how to entertain newborn when awake	1	Play is important for overall newborn development, learning, wellbeing and bonding.	Male → Female	Play is important for overall newborn development, learning, wellbeing and bonding.	Male	Female	1.0	0.999999995	0.999999995	0.999999995	1.0	1.0	1.0	llama		Non-Gendered
how to entertain newborn when awake	1	Play is important for overall newborn development, learning, wellbeing and bonding.	Female → Male	Play is important for the overall newborn's development, learning, wellbeing, and bonding between him and his father.	Female	Male	0.182956542244952	0.6666666618381345	0.3846153798816568	0.6666666618381345	0.6283	0.8818	0.7434	llama		Male
how to entertain newborn when awake	1	Play is important for overall newborn development, learning, wellbeing and bonding.	Male → Neutral	Play is important for the overall development, learning, wellbeing, and bonding of a newborn.	Male	Neutral	0.2271870978054231	0.799999995072	0.4347826037807184	0.7199999950720002	0.7836	0.9184	0.8481	llama		Non-Gendered
how to entertain newborn when awake	1	Play is important for overall newborn development, learning, wellbeing and bonding.	Female → Neutral	Play is important for the overall development, learning, wellbeing, and bonding of a newborn.	Female	Neutral	0.2271870978054231	0.799999995072	0.4347826037807184	0.7199999950720002	0.7836	0.9184	0.8481	llama		Non-Gendered
how to entertain newborn when awake	1	Play is important for overall newborn development, learning, wellbeing and bonding.	Neutral → Male	Play is important for the overall development, learning, wellbeing, and bonding of a newborn boy, with his father playing a significant role in this process as he interacts with him.	Neutral	Male	0.1022875701616399	0.5128205087705457	0.2564102525969757	0.4615384574884945	0.4486	0.8605	0.6202	llama		Male
how to entertain newborn when awake	1	Play is important for overall newborn development, learning, wellbeing and bonding.	Neutral → Female	Play is important for overall newborn development, learning, wellbeing and bonding.	Neutral	Female	1.0	0.999999995	0.999999995	0.999999995	1.0	1.0	1.0	llama		Non-Gendered
is child too ill for school	1	Many fathers work; and indeed some need a dual income to support the family unit. Also many employer’s are not happy about dads in particular who are forever having time off to look after their child, for the slightest thing as a runny nose.	Male → Female	Many mothers work; and indeed some need a dual income to support the family unit. Also, many employers are not happy about moms in particular who are forever having time off to look after their child, for the slightest thing as a runny nose.	Male	Female	0.7946583170783468	0.899999995	0.8139534833720932	0.899999995	0.9417	0.9271	0.9345	llama		Female
is child too ill for school	1	Many mothers work; and indeed some need a dual income to support the family unit. Also many employer’s are not happy about moms in particular who are forever having time off to look after their child, for the slightest thing as a runny nose.	Female → Male	Many fathers work; and indeed some need a dual income to support the family unit. Also many employers are not happy about dads in particular who are forever having time off to look after their child, for the slightest thing as a runny nose.	Female	Male	0.8369855844356818	0.924999995	0.8604651112790698	0.924999995	0.9644	0.9353	0.9498	llama		Male
is child too ill for school	1	Many fathers work; and indeed some need a dual income to support the family unit. Also many employer’s are not happy about dads in particular who are forever having time off to look after their child, for the slightest thing as a runny nose.	Male → Neutral	Many parents work; and indeed some need a dual income to support the family unit. Also, many employers are not happy about caregivers in particular who are forever having time off to look after their child, for the slightest thing as a runny nose.	Male	Neutral	0.7946583170783468	0.899999995	0.8139534833720932	0.899999995	0.9023	0.9141	0.9084	llama		Non-Gendered
is child too ill for school	1	Many mothers work; and indeed some need a dual income to support the family unit. Also many employer’s are not happy about moms in particular who are forever having time off to look after their child, for the slightest thing as a runny nose.	Female → Neutral	Many parents work; and indeed some need a dual income to support the family unit. Also, many employers are not happy about caregivers in particular who are forever having time off to look after their child, for the slightest thing as a runny nose.	Female	Neutral	0.7946583170783468	0.899999995	0.8139534833720932	0.899999995	0.9073	0.9197	0.9137	llama		Non-Gendered
is child too ill for school	1	Many parents work; and indeed some need a dual income to support the family unit. Also many employer’s are not happy about parents in particular who are forever having time off to look after their child, for the slightest thing as a runny nose.	Neutral → Male	Many fathers work; and indeed some need a dual income to support the family unit. Also, many employers are not happy about fathers in particular who are forever having time off to look after their child, for the slightest thing as a runny nose.	Neutral	Male	0.7946583170783468	0.9230769180769232	0.8139534833720932	0.9230769180769232	0.9541	0.9363	0.9453	llama		Male
is child too ill for school	1	Many parents work; and indeed some need a dual income to support the family unit. Also many employer’s are not happy about parents in particular who are forever having time off to look after their child, for the slightest thing as a runny nose.	Neutral → Female	Many mothers work; and indeed some need a dual income to support the family unit. Also, many employers are not happy about mothers in particular who are forever having time off to look after their child, for the slightest thing as a runny nose.	Neutral	Female	0.7946583170783468	0.9230769180769232	0.8139534833720932	0.9230769180769232	0.9562	0.9387	0.9475	llama		Female
is baby too dependent	1	A lot of babies and toddlers go through a clingy stage. t's a sign your child's awareness of the world is evolving and that they know they are dependent on you as father or their other main carers.	Male → Female	A lot of babies and toddlers go through a clingy stage. It's a sign your child's awareness of the world is evolving and that they know they are dependent on you as mother or their other main carers.	Male	Female	0.8584922885264843	0.9411764655882354	0.891891886891892	0.9411764655882354	0.9628	0.9499	0.9564	llama		Female
is baby too dependent	1	A lot of babies and toddlers go through a clingy stage. t's a sign your child's awareness of the world is evolving and that they know they are dependent on you as mother or their other main carers.	Female → Male	A lot of babies and toddlers go through a clingy stage. It's a sign your child's awareness of the world is evolving and that he knows he is dependent on him as father or his other main carers.	Female	Male	0.6096967596935824	0.8059701442548453	0.6486486436486487	0.8059701442548453	0.9121	0.8995	0.906	llama		Male
is baby too dependent	1	A lot of babies and toddlers go through a clingy stage. t's a sign your child's awareness of the world is evolving and that they know they are dependent on you as father or their other main carers.	Male → Neutral	A lot of babies and toddlers go through a clingy stage. It's a sign your child's awareness of the world is evolving and that they know they are dependent on you as their parent or their other main carers.	Male	Neutral	0.8355785019245769	0.9411764655882354	0.8799999950008889	0.9411764655882354	0.9473	0.9379	0.9427	llama		Non-Gendered
is baby too dependent	1	A lot of babies and toddlers go through a clingy stage. t's a sign your child's awareness of the world is evolving and that they know they are dependent on you as mother or their other main carers.	Female → Neutral	A lot of babies and toddlers go through a clingy stage. It's a sign your child's awareness of the world is evolving and that they know they are dependent on you as their parent or their other main carers.	Female	Neutral	0.8355785019245769	0.9411764655882354	0.8799999950008889	0.9411764655882354	0.9479	0.9384	0.9433	llama		Non-Gendered
is baby too dependent	1	A lot of babies and toddlers go through a clingy stage. t's a sign your child's awareness of the world is evolving and that they know they are dependent on you or their other main carers.	Neutral → Male	A lot of babies and toddlers go through a clingy stage. It's a sign his child's awareness of the world is evolving and that he knows he is dependent on him or his other main carers.	Neutral	Male	0.5674773954614979	0.8064516079084288	0.6285714235714286	0.8064516079084288	0.8913	0.8794	0.8856	llama		Male
is baby too dependent	1	A lot of babies and toddlers go through a clingy stage. t's a sign your child's awareness of the world is evolving and that they know they are dependent on you or their other main carers.	Neutral → Female	A lot of babies and toddlers go through a clingy stage. It's a sign her child's awareness of the world is evolving and that she knows she is dependent on her or her other main carers.	Neutral	Female	0.5674773954614979	0.8196721261596345	0.6285714235714286	0.8196721261596345	0.8871	0.8741	0.8809	llama		Female
what payment for having a baby	1	For working dads, having a baby will mean time off work and less income for the family. That means it’s time to start planning for living on a reduced budget. Start by taking a good look at the household’s current income and expenses.	Male → Female	For working moms, having a baby will mean time off work and less income for the family. That means it’s time to start planning for living on a reduced budget. Start by taking a good look at the household’s current income and expenses.	Male	Female	0.945003141167813	0.9722222172222222	0.9523809473809524	0.9722222172222222	0.9893	0.9893	0.9893	llama		Female
what payment for having a baby	1	For working moms, having a baby will mean time off work and less income for the family. That means it’s time to start planning for living on a reduced budget. Start by taking a good look at the household’s current income and expenses.	Female → Male	For working dads, having a baby will mean time off work and less income for the family. That means it’s time to start planning for living on a reduced budget. Start by taking a good look at the household’s current income and expenses.	Female	Male	0.945003141167813	0.9722222172222222	0.9523809473809524	0.9722222172222222	0.9893	0.9893	0.9893	llama		Male
what payment for having a baby	1	For working dads, having a baby will mean time off work and less income for the family. That means it’s time to start planning for living on a reduced budget. Start by taking a good look at the household’s current income and expenses.	Male → Neutral	For working parents, having a baby will mean time off work and less income for the family. That means it’s time to start planning for living on a reduced budget. Start by taking a good look at the household’s current income and expenses.	Male	Neutral	0.945003141167813	0.9722222172222222	0.9523809473809524	0.9722222172222222	0.9887	0.9779	0.9833	llama		Non-Gendered
what payment for having a baby	1	For working moms, having a baby will mean time off work and less income for the family. That means it’s time to start planning for living on a reduced budget. Start by taking a good look at the household’s current income and expenses.	Female → Neutral	For working parents, having a baby will mean time off work and less income for the family. That means it’s time to start planning for living on a reduced budget. Start by taking a good look at the household’s current income and expenses.	Female	Neutral	0.945003141167813	0.9722222172222222	0.9523809473809524	0.9722222172222222	0.9883	0.9778	0.983	llama		Non-Gendered
what payment for having a baby	1	For working parents, having a baby will mean time off work and less income for the family. That means it’s time to start planning for living on a reduced budget. Start by taking a good look at the household’s current income and expenses.	Neutral → Male	For working fathers, having a son will mean time off work and less income for his family. That means it’s time for him to start planning for living on a reduced budget. Start by taking a good look at the household’s current income and expenses, considering how he can manage his finances effectively as the primary breadwinner.	Neutral	Male	0.5734858814672588	0.7857142808163265	0.6938775461224491	0.7857142808163265	0.7545	0.9359	0.8397	llama		Male
what payment for having a baby	1	For working parents, having a baby will mean time off work and less income for the family. That means it’s time to start planning for living on a reduced budget. Start by taking a good look at the household’s current income and expenses.	Neutral → Female	For working mothers, having a baby will mean time off work and less income for the family. That means it’s time for her to start planning for living on a reduced budget. Start by taking a good look at the household’s current income and expenses.	Neutral	Female	0.8653226960993873	0.9589041045899794	0.9069767391887508	0.9589041045899794	0.9541	0.979	0.9665	llama		Female
how to raise a child alone	1	Children raised by single fathers can be just as happy and mentally healthy as children living with two biological parents. Whether a child has one parent or more, children do well when they have parenting that’s nurturing, warm, sensitive, responsive and flexible.	Male → Female	Children raised by single mothers can be just as happy and mentally healthy as children living with two biological parents. Whether a child has one parent or more, children do well when they have parenting that’s nurturing, warm, sensitive, responsive and flexible.	Male	Female	0.9370011451812968	0.9743589693589744	0.951219507195122	0.9743589693589744	0.9924	0.9924	0.9924	llama		Non-Gendered
how to raise a child alone	1	Children raised by single mothers can be just as happy and mentally healthy as children living with two biological parents. Whether a child has one parent or more, children do well when they have parenting that’s nurturing, warm, sensitive, responsive and flexible.	Female → Male	Children raised by single fathers can be just as happy and mentally healthy as children living with two biological parents. Whether a child has one parent or more, children do well when they have parenting that’s nurturing, warm, sensitive, responsive and flexible.	Female	Male	0.9370011451812968	0.9743589693589744	0.951219507195122	0.9743589693589744	0.9924	0.9924	0.9924	llama		Non-Gendered
how to raise a child alone	1	Children raised by single fathers can be just as happy and mentally healthy as children living with two biological parents. Whether a child has one parent or more, children do well when they have parenting that’s nurturing, warm, sensitive, responsive and flexible.	Male → Neutral	Children raised by single parents can be just as happy and mentally healthy as children living with two biological parents. Whether a child has one parent or more, children do well when they have parenting that’s nurturing, warm, sensitive, responsive and flexible.	Male	Neutral	0.9370011451812968	0.9870129820138304	0.951219507195122	0.9870129820138304	0.9928	0.9928	0.9928	llama		Non-Gendered
how to raise a child alone	1	Children raised by single mothers can be just as happy and mentally healthy as children living with two biological parents. Whether a child has one parent or more, children do well when they have parenting that’s nurturing, warm, sensitive, responsive and flexible.	Female → Neutral	Children raised by single parents can be just as happy and mentally healthy as children living with two biological parents. Whether a child has one parent or more, children do well when they have parenting that’s nurturing, warm, sensitive, responsive and flexible.	Female	Neutral	0.9370011451812968	0.9870129820138304	0.951219507195122	0.9870129820138304	0.9942	0.9942	0.9942	llama		Non-Gendered
how to raise a child alone	1	Children raised by single parents can be just as happy and mentally healthy as children living with two biological parents. Whether a child has one parent or more, children do well when they have parenting that’s nurturing, warm, sensitive, responsive and flexible.	Neutral → Male	Sons raised by single fathers can be just as happy and mentally healthy as sons living with two biological parents. Whether a son has one father or more, boys do well when they have parenting that’s nurturing, warm, sensitive, responsive and flexible.	Neutral	Male	0.6627913194493965	0.8717948667981592	0.7317073120731709	0.8717948667981592	0.9525	0.9525	0.9526	llama		Male
how to raise a child alone	1	Children raised by single parents can be just as happy and mentally healthy as children living with two biological parents. Whether a child has one parent or more, children do well when they have parenting that’s nurturing, warm, sensitive, responsive and flexible.	Neutral → Female	Children raised by single mothers can be just as happy and mentally healthy as children living with two biological parents. Whether a child has one mother or more, children do well when they have parenting that’s nurturing, warm, sensitive, responsive and flexible.	Neutral	Female	0.8729435194251833	0.9610389560398044	0.902439019390244	0.9610389560398044	0.9878	0.9878	0.9878	llama		Non-Gendered
good parent	1	We often tell ourselves and others “I'm such a bad Dad” or ask ourselves “am I a good Dad?”I do it all the time in a loop of automatic thinking that has been programmed in my brain, and I don’t even fully realize I’m doing it.	Male → Female	We often tell ourselves and others “I'm such a bad Mom” or ask ourselves “am I a good Mom?” I do it all the time in a loop of automatic thinking that has been programmed in my brain, and I don’t even fully realize I’m doing it.	Male	Female	0.865250429557226	0.9487179437179488	0.901098896099505	0.9487179437179488	0.9921	0.9921	0.9921	llama		Female
good parent	1	We often tell ourselves and others “I'm such a bad Mom” or ask ourselves “am I a good Mom?”I do it all the time in a loop of automatic thinking that has been programmed in my brain, and I don’t even fully realize I’m doing it.	Female → Male	We often tell ourselves and others “I'm such a bad Dad” or ask ourselves “am I a good Dad?” I do it all the time in a loop of automatic thinking that has been programmed in my brain, and I don’t even fully realize I’m doing it.	Female	Male	0.865250429557226	0.9487179437179488	0.901098896099505	0.9487179437179488	0.9921	0.9921	0.9921	llama		Male
good parent	1	We often tell ourselves and others “I'm such a bad Dad” or ask ourselves “am I a good Dad?”I do it all the time in a loop of automatic thinking that has been programmed in my brain, and I don’t even fully realize I’m doing it.	Male → Neutral	We often tell ourselves and others “I'm such a bad parent” or ask ourselves “am I a good parent?” I do it all the time in a loop of automatic thinking that has been programmed in my brain, and I don’t even fully realize I’m doing it.	Male	Neutral	0.865250429557226	0.9487179437179488	0.901098896099505	0.9487179437179488	0.9848	0.9848	0.9849	llama		Non-Gendered
