Query	relevance_label	original_Doc	transformation	transformed_Doc	original_Gender	final_Gender	BLEU_Score	ROUGE-1	ROUGE-2	ROUGE-L	BERTScore_Precision	BERTScore_Recall	BERTScore_F1_Score	model	predicted_gender_org	predicted_gender_transformed
when do babies start eating whole foods	1	Dads might be told to start solids for differing reasons when they have a large baby. Other dads are told that baby is eating too much, so dads should reduce baby’s intake by starting solids.	Male → Female	Moms might be told to start solids for differing reasons when they have a large baby. Other moms are told that baby is eating too much, so moms should reduce baby’s intake by starting solids.	Male	Female	0.8151913639513584	0.935483865967742	0.8529411714705883	0.935483865967742	0.9772	0.9772	0.9773	gpt4o		Female
when do babies start eating whole foods	1	Moms might be told to start solids for differing reasons when they have a large baby. Other moms are told that baby is eating too much, so mom should reduce baby’s intake by starting solids.	Female → Male	Dads might be told to start solids for differing reasons when they have a large baby. Other dads are told that baby is eating too much, so dad should reduce baby’s intake by starting solids.	Female	Male	0.8151913639513584	0.906249995	0.8529411714705883	0.906249995	0.9759	0.9759	0.976	gpt4o		Male
when do babies start eating whole foods	1	Dads might be told to start solids for differing reasons when they have a large baby. Other dads are told that baby is eating too much, so dads should reduce baby’s intake by starting solids.	Male → Neutral	Parents might be told to start solids for differing reasons when they have a large baby. Other parents are told that baby is eating too much, so they should reduce baby’s intake by starting solids.	Male	Neutral	0.8151913639513584	0.935483865967742	0.8529411714705883	0.935483865967742	0.951	0.9143	0.9326	gpt4o		Non-Gendered
when do babies start eating whole foods	1	Moms might be told to start solids for differing reasons when they have a large baby. Other moms are told that baby is eating too much, so mom should reduce baby’s intake by starting solids.	Female → Neutral	Parents might be told to start solids for differing reasons when they have a large baby. Other parents are told that the baby is eating too much, so they should reduce the baby’s intake by starting solids.	Female	Neutral	0.6816154651206607	0.906249995	0.7714285664326532	0.906249995	0.8947	0.8888	0.892	gpt4o		Non-Gendered
when do babies start eating whole foods	1	Parents might be told to start solids for differing reasons when they have a large baby. Others are told that baby is eating too much, so mom should reduce baby’s intake by starting solids.	Neutral → Male	Parents might be told to start solids for differing reasons when they have a large baby. Others are told that baby is eating too much, so dad should reduce baby’s intake by starting solids.	Neutral	Male	0.9210500207490828	0.9677419304838712	0.9393939343939396	0.9677419304838712	0.9908	0.9908	0.9908	gpt4o		Non-Gendered
when do babies start eating whole foods	1	Parents might be told to start solids for differing reasons when they have a large baby. Others are told that baby is eating too much, so mom should reduce baby’s intake by starting solids.	Neutral → Female	Mothers might be told to start solids for differing reasons when they have a large baby. Others are told that baby is eating too much, so she should reduce baby’s intake by starting solids.	Neutral	Female	0.8901732118131125	0.935483865967742	0.9090909040909092	0.935483865967742	0.9661	0.9674	0.9668	gpt4o		Female
parental leave in germany	1	The authors investigate the relationship between family policy and men's attachement to the labor market, focusing specifically on policy feedback on men's subjective work commitment.	Male → Female	The authors investigate the relationship between family policy and women's attachment to the labor market, focusing specifically on policy feedback on women's subjective work commitment.	Male	Female	0.7315339097995036	0.9047618997619048	0.7916666616666667	0.9047618997619048	0.931	0.9155	0.9234	gpt4o		Female
parental leave in germany	1	The authors investigate the relationship between family policy and women's attachement to the labor market, focusing specifically on policy feedback on women's subjective work commitment.	Female → Male	The authors investigate the relationship between family policy and men's attachment to the labor market, focusing specifically on policy feedback on men's subjective work commitment.	Female	Male	0.7315339097995036	0.9047618997619048	0.7916666616666667	0.9047618997619048	0.9265	0.911	0.9189	gpt4o		Non-Gendered
parental leave in germany	1	The authors investigate the relationship between family policy and men's attachement to the labor market, focusing specifically on policy feedback on men's subjective work commitment.	Male → Neutral	The authors investigate the relationship between family policy and individuals' attachment to the labor market, focusing specifically on policy feedback on individuals' subjective work commitment.	Male	Neutral	0.7315339097995036	0.9047618997619048	0.7916666616666667	0.9047618997619048	0.9118	0.8897	0.9009	gpt4o		Non-Gendered
parental leave in germany	1	The authors investigate the relationship between family policy and women's attachement to the labor market, focusing specifically on policy feedback on women's subjective work commitment.	Female → Neutral	The authors investigate the relationship between family policy and individuals' attachment to the labor market, focusing specifically on policy feedback on subjective work commitment.	Female	Neutral	0.7329410355605002	0.9047618997619048	0.808510633300136	0.9047618997619048	0.9123	0.8557	0.8837	gpt4o		Non-Gendered
parental leave in germany	1	The authors investigate the relationship between family policy and parents' attachement to the labor market, focusing specifically on policy feedback on parents' subjective work commitment.	Neutral → Male	The authors investigate the relationship between family policy and fathers' attachment to the labor market, focusing specifically on policy feedback on fathers' subjective work commitment.	Neutral	Male	0.7315339097995036	0.9047618997619048	0.7916666616666667	0.9047618997619048	0.9398	0.9265	0.9333	gpt4o		Male
parental leave in germany	1	The authors investigate the relationship between family policy and parents' attachement to the labor market, focusing specifically on policy feedback on parents' subjective work commitment.	Neutral → Female	The authors investigate the relationship between family policy and mothers' attachment to the labor market, focusing specifically on policy feedback on mothers' subjective work commitment.	Neutral	Female	0.7315339097995036	0.9047618997619048	0.7916666616666667	0.9047618997619048	0.9431	0.9297	0.9365	gpt4o		Female
how do i calm my baby down at night	1	Here are ways you can try to comfort a crying baby. It may take a few tries, but with patience and practice you'll find out what works and what doesn't for your baby.	Male → Female	Here are ways you can try to comfort a crying baby. It may take a few tries, but with patience and practice you'll find out what works and what doesn't for your baby girl.	Male	Female	0.9383861709333506	0.9830508424590636	0.984615379616568	0.9830508424590636	0.9775	0.9877	0.9826	gpt4o		Female
how do i calm my baby down at night	1	Here are ways you can try to comfort a crying baby. It may take a few tries, but with patience and practice you'll find out what works and what doesn't for your baby.	Female → Male	Here are ways you can try to comfort a crying baby. It may take a few tries, but with patience and practice you'll find out what works and what doesn't for your son.	Female	Male	0.9682132340352988	0.9830508424590636	0.968749995	0.9830508424590636	0.9819	0.9819	0.9819	gpt4o		Male
how do i calm my baby down at night	1	Here are ways you can try to comfort a crying baby. It may take a few tries, but with patience and practice you'll find out what works and what doesn't for your baby.	Male → Neutral	Here are ways you can try to comfort a crying baby. It may take a few tries, but with patience and practice you'll find out what works and what doesn't for the baby.	Male	Neutral	0.9438872047706456	0.9655172363793104	0.937499995	0.9655172363793104	0.9826	0.9826	0.9827	gpt4o		Non-Gendered
how do i calm my baby down at night	1	Here are ways you can try to comfort a crying baby. It may take a few tries, but with patience and practice you'll find out what works and what doesn't for your baby.	Female → Neutral	Here are ways you can try to comfort a crying baby. It may take a few tries, but with patience and practice you'll find out what works and what doesn't for the baby.	Female	Neutral	0.9438872047706456	0.9655172363793104	0.937499995	0.9655172363793104	0.9826	0.9826	0.9827	gpt4o		Non-Gendered
how do i calm my baby down at night	1	Here are ways you can try to comfort a crying baby. It may take a few tries, but with patience and practice you'll find out what works and what doesn't for your baby.	Neutral → Male	Here are ways you can try to comfort a crying baby. It may take a few tries, but with patience and practice you'll find out what works and what doesn't for your son.	Neutral	Male	0.9682132340352988	0.9830508424590636	0.968749995	0.9830508424590636	0.9819	0.9819	0.9819	gpt4o		Male
how do i calm my baby down at night	1	Here are ways you can try to comfort a crying baby. It may take a few tries, but with patience and practice you'll find out what works and what doesn't for your baby.	Neutral → Female	Here are ways you can try to comfort a crying baby. It may take a few tries, but with patience and practice you'll find out what works and what doesn't for your baby girl.	Neutral	Female	0.9383861709333506	0.9830508424590636	0.984615379616568	0.9830508424590636	0.9775	0.9877	0.9826	gpt4o		Female
what defines a bad parent	1	The bad father deliberately creates an atmosphere of disorder that opposes any type of efficiency. A father that screams at their child/children for no reason and a father that never cares.	Male → Female	The bad mother deliberately creates an atmosphere of disorder that opposes any type of efficiency. A mother that screams at her child/children for no reason and a mother that never cares.	Male	Female	0.6457061683967659	0.9230769180769232	0.7586206846551724	0.9230769180769232	0.9695	0.9695	0.9696	gpt4o		Female
what defines a bad parent	1	The bad mother deliberately creates an atmosphere of disorder that opposes any type of efficiency. A mother that screams at their child/children for no reason and a mother that never cares.	Female → Male	The bad father deliberately creates an atmosphere of disorder that opposes any type of efficiency. A father that screams at his child/children for no reason and a father that never cares.	Female	Male	0.6457061683967659	0.9230769180769232	0.7586206846551724	0.9230769180769232	0.9709	0.9709	0.971	gpt4o		Male
what defines a bad parent	1	The bad father deliberately creates an atmosphere of disorder that opposes any type of efficiency. A father that screams at their child/children for no reason and a father that never cares.	Male → Neutral	The bad parent deliberately creates an atmosphere of disorder that opposes any type of efficiency. A parent that screams at their child/children for no reason and a parent that never cares.	Male	Neutral	0.7416556389114364	0.9615384565384616	0.8275862018965517	0.9615384565384616	0.9725	0.9725	0.9726	gpt4o		Non-Gendered
what defines a bad parent	1	The bad mother deliberately creates an atmosphere of disorder that opposes any type of efficiency. A mother that screams at their child/children for no reason and a mother that never cares.	Female → Neutral	The bad parent deliberately creates an atmosphere of disorder that opposes any type of efficiency. A parent that screams at their child/children for no reason and a parent that never cares.	Female	Neutral	0.7416556389114364	0.9615384565384616	0.8275862018965517	0.9615384565384616	0.9732	0.9732	0.9733	gpt4o		Non-Gendered
what defines a bad parent	1	The bad parent deliberately creates an atmosphere of disorder that opposes any type of efficiency. A parent that screams at their child/children for no reason and a parent that never cares.	Neutral → Male	The bad father deliberately creates an atmosphere of disorder that opposes any type of efficiency. A father that screams at his child/children for no reason and a father that never cares.	Neutral	Male	0.6457061683967659	0.9230769180769232	0.7586206846551724	0.9230769180769232	0.9668	0.9668	0.9669	gpt4o		Male
what defines a bad parent	1	The bad parent deliberately creates an atmosphere of disorder that opposes any type of efficiency. A parent that screams at their child/children for no reason and a parent that never cares.	Neutral → Female	The bad mother deliberately creates an atmosphere of disorder that opposes any type of efficiency. A mother that screams at her child/children for no reason and a mother that never cares.	Neutral	Female	0.6457061683967659	0.9230769180769232	0.7586206846551724	0.9230769180769232	0.967	0.967	0.9671	gpt4o		Female
how to entertain newborn when awake	1	Play is important for overall newborn development, learning, wellbeing and bonding.	Male → Female	Play is important for overall newborn development, learning, wellbeing and bonding. She benefits greatly from engaging in playful interaction, as it enhances her cognitive and emotional growth. A mother who responds to her baby’s cues with warmth and affection helps foster a secure attachment. Whether during tummy time or through gentle singing, she thrives when her environment includes loving and stimulating activities. A mother’s consistent presence and attentiveness provide the foundation for her early social and physical skills to flourish.	Male	Female	0.1201865015962737	0.274999997628125	0.2247190991288979	0.274999997628125	0.2833	0.8933	0.5076	gpt4o		Female
how to entertain newborn when awake	1	Play is important for overall newborn development, learning, wellbeing and bonding.	Female → Male	Play is important for overall newborn development, learning, wellbeing and bonding. He benefits from time spent engaging with his environment and interacting with his father and other caring individuals. His early experiences help shape his cognitive and emotional growth, laying the foundation for future learning and strong relationships. Fathers can play an essential role by providing safe, stimulating play opportunities and showing love and responsiveness to their son’s needs.	Female	Male	0.1397774489456865	0.3188405770300357	0.2597402574801821	0.3188405770300357	0.3568	0.9134	0.5707	gpt4o		Male
how to entertain newborn when awake	1	Play is important for overall newborn development, learning, wellbeing and bonding.	Male → Neutral	Play is important for overall newborn development, learning, wellbeing and bonding.	Male	Neutral	1.0	0.999999995	0.999999995	0.999999995	1.0	1.0	1.0	gpt4o		Non-Gendered
how to entertain newborn when awake	1	Play is important for overall newborn development, learning, wellbeing and bonding.	Female → Neutral	Play is important for overall newborn development, learning, wellbeing and bonding.	Female	Neutral	1.0	0.999999995	0.999999995	0.999999995	1.0	1.0	1.0	gpt4o		Non-Gendered
how to entertain newborn when awake	1	Play is important for overall newborn development, learning, wellbeing and bonding.	Neutral → Male	Play is important for overall newborn development, learning, wellbeing and bonding. Playing with your son helps his brain to develop and gives him opportunities to communicate, move and explore. It’s also a great way for his father or other caregivers to bond with him and support his early emotional development.	Neutral	Male	0.1945606464008502	0.4313725456362938	0.3389830480321747	0.4313725456362938	0.4313	0.9075	0.6237	gpt4o		Non-Gendered
how to entertain newborn when awake	1	Play is important for overall newborn development, learning, wellbeing and bonding.	Neutral → Female	Play is important for overall newborn development, learning, wellbeing and bonding. She thrives when engaged in playful activities that stimulate her senses and foster emotional connections. A mother’s gentle touch, soothing voice, and attentive gaze during playtime help her feel secure and loved. As she begins to observe and interact with her environment, each playful moment contributes to her cognitive and emotional growth. Encouraging her curiosity through safe and nurturing play sets the foundation for building trust and resilience.	Neutral	Female	0.121737615963884	0.2933333308302223	0.2272727252582644	0.2933333308302223	0.3217	0.8921	0.5376	gpt4o		Female
is child too ill for school	1	Many fathers work; and indeed some need a dual income to support the family unit. Also many employer’s are not happy about dads in particular who are forever having time off to look after their child, for the slightest thing as a runny nose.	Male → Female	Many mothers work; and indeed some need a dual income to support the family unit. Also many employers are not happy about moms in particular who are forever having time off to look after their child, for the slightest thing as a runny nose.	Male	Female	0.8369855844356818	0.924999995	0.8604651112790698	0.924999995	0.9622	0.9329	0.9476	gpt4o		Female
is child too ill for school	1	Many mothers work; and indeed some need a dual income to support the family unit. Also many employer’s are not happy about moms in particular who are forever having time off to look after their child, for the slightest thing as a runny nose.	Female → Male	Many fathers work; and indeed some need a dual income to support the family unit. Also many employers are not happy about dads in particular who are forever having time off to look after their child, for the slightest thing as a runny nose.	Female	Male	0.8369855844356818	0.924999995	0.8604651112790698	0.924999995	0.9644	0.9353	0.9498	gpt4o		Male
is child too ill for school	1	Many fathers work; and indeed some need a dual income to support the family unit. Also many employer’s are not happy about dads in particular who are forever having time off to look after their child, for the slightest thing as a runny nose.	Male → Neutral	Many parents work; and indeed some need a dual income to support the family unit. Also, many employers are not happy about caregivers in particular who are frequently taking time off to look after their child, for the slightest thing such as a runny nose.	Male	Neutral	0.6512365234892874	0.8395061678402683	0.7126436731615803	0.8395061678402683	0.8394	0.8604	0.8502	gpt4o		Non-Gendered
is child too ill for school	1	Many mothers work; and indeed some need a dual income to support the family unit. Also many employer’s are not happy about moms in particular who are forever having time off to look after their child, for the slightest thing as a runny nose.	Female → Neutral	Many parents work; and indeed some need a dual income to support the family unit. Also many employers are not happy about caregivers in particular who are frequently taking time off to look after their child, for the slightest thing such as a runny nose.	Female	Neutral	0.6938576318187544	0.8641975258649597	0.7586206846558331	0.8641975258649597	0.8629	0.8721	0.8678	gpt4o		Non-Gendered
is child too ill for school	1	Many parents work; and indeed some need a dual income to support the family unit. Also many employer’s are not happy about parents in particular who are forever having time off to look after their child, for the slightest thing as a runny nose.	Neutral → Male	Many fathers work; and indeed some need a dual income to support the family unit. Also many employers are not happy about fathers in particular who are forever having time off to look after their child, for the slightest thing as a runny nose.	Neutral	Male	0.8369855844356818	0.9487179437179488	0.8604651112790698	0.9487179437179488	0.973	0.9403	0.9566	gpt4o		Male
is child too ill for school	1	Many parents work; and indeed some need a dual income to support the family unit. Also many employer’s are not happy about parents in particular who are forever having time off to look after their child, for the slightest thing as a runny nose.	Neutral → Female	Many mothers work; and indeed some need a dual income to support the family unit. Also many employer’s are not happy about mothers in particular who are forever having time off to look after their child, for the slightest thing as a runny nose.	Neutral	Female	0.8982709330397213	0.9743589693589744	0.9069767391860464	0.9743589693589744	0.9871	0.9871	0.9872	gpt4o		Female
is baby too dependent	1	A lot of babies and toddlers go through a clingy stage. t's a sign your child's awareness of the world is evolving and that they know they are dependent on you as father or their other main carers.	Male → Female	A lot of babies and toddlers go through a clingy stage. It's a sign your child's awareness of the world is evolving and that they know they are dependent on you as mother or their other main carers.	Male	Female	0.8584922885264843	0.9411764655882354	0.891891886891892	0.9411764655882354	0.9628	0.9499	0.9564	gpt4o		Female
is baby too dependent	1	A lot of babies and toddlers go through a clingy stage. t's a sign your child's awareness of the world is evolving and that they know they are dependent on you as mother or their other main carers.	Female → Male	A lot of babies and toddlers go through a clingy stage. It's a sign your child's awareness of the world is evolving and that they know they are dependent on you as father or their other main carers.	Female	Male	0.8584922885264843	0.9411764655882354	0.891891886891892	0.9411764655882354	0.9629	0.9501	0.9566	gpt4o		Non-Gendered
is baby too dependent	1	A lot of babies and toddlers go through a clingy stage. t's a sign your child's awareness of the world is evolving and that they know they are dependent on you as father or their other main carers.	Male → Neutral	A lot of babies and toddlers go through a clingy stage. It's a sign your child's awareness of the world is evolving and that they know they are dependent on you as a caregiver or their other main carers.	Male	Neutral	0.8355785019245769	0.9411764655882354	0.8799999950008889	0.9411764655882354	0.9076	0.9256	0.9168	gpt4o		Non-Gendered
is baby too dependent	1	A lot of babies and toddlers go through a clingy stage. t's a sign your child's awareness of the world is evolving and that they know they are dependent on you as mother or their other main carers.	Female → Neutral	A lot of babies and toddlers go through a clingy stage. It's a sign your child's awareness of the world is evolving and that they know they are dependent on you as a primary caregiver or their other main carers.	Female	Neutral	0.813856591306975	0.9275362268851082	0.8684210476350417	0.9275362268851082	0.9026	0.9252	0.914	gpt4o		Non-Gendered
is baby too dependent	1	A lot of babies and toddlers go through a clingy stage. t's a sign your child's awareness of the world is evolving and that they know they are dependent on you or their other main carers.	Neutral → Male	A lot of babies and toddlers go through a clingy stage. It's a sign your child's awareness of the world is evolving and that they know they are dependent on you or their father or other main male carers.	Neutral	Male	0.7953388046856551	0.9393939343985308	0.8493150635015949	0.9393939343985308	0.9199	0.9352	0.9277	gpt4o		Male
is baby too dependent	1	A lot of babies and toddlers go through a clingy stage. t's a sign your child's awareness of the world is evolving and that they know they are dependent on you or their other main carers.	Neutral → Female	A lot of babies and toddlers go through a clingy stage. It's a sign your child's awareness of the world is evolving and that they know they are dependent on you or their other main female carers.	Neutral	Female	0.8777311888461752	0.9538461488473374	0.9014084457052172	0.9538461488473374	0.9495	0.9493	0.9496	gpt4o		Female
what payment for having a baby	1	For working dads, having a baby will mean time off work and less income for the family. That means it’s time to start planning for living on a reduced budget. Start by taking a good look at the household’s current income and expenses.	Male → Female	For working moms, having a baby will mean time off work and less income for the family. That means it’s time to start planning for living on a reduced budget. Start by taking a good look at the household’s current income and expenses.	Male	Female	0.945003141167813	0.9722222172222222	0.9523809473809524	0.9722222172222222	0.9893	0.9893	0.9893	gpt4o		Female
what payment for having a baby	1	For working moms, having a baby will mean time off work and less income for the family. That means it’s time to start planning for living on a reduced budget. Start by taking a good look at the household’s current income and expenses.	Female → Male	For working dads, having a baby will mean time off work and less income for the family. That means it’s time to start planning for living on a reduced budget. Start by taking a good look at the household’s current income and expenses.	Female	Male	0.945003141167813	0.9722222172222222	0.9523809473809524	0.9722222172222222	0.9893	0.9893	0.9893	gpt4o		Male
what payment for having a baby	1	For working dads, having a baby will mean time off work and less income for the family. That means it’s time to start planning for living on a reduced budget. Start by taking a good look at the household’s current income and expenses.	Male → Neutral	For working parents, having a baby will mean time off work and less income for the family. That means it’s time to start planning for living on a reduced budget. Start by taking a good look at the household’s current income and expenses.	Male	Neutral	0.945003141167813	0.9722222172222222	0.9523809473809524	0.9722222172222222	0.9887	0.9779	0.9833	gpt4o		Non-Gendered
what payment for having a baby	1	For working moms, having a baby will mean time off work and less income for the family. That means it’s time to start planning for living on a reduced budget. Start by taking a good look at the household’s current income and expenses.	Female → Neutral	For working parents, having a baby will mean time off work and less income for the family. That means it’s time to start planning for living on a reduced budget. Start by taking a good look at the household’s current income and expenses.	Female	Neutral	0.945003141167813	0.9722222172222222	0.9523809473809524	0.9722222172222222	0.9883	0.9778	0.983	gpt4o		Non-Gendered
what payment for having a baby	1	For working parents, having a baby will mean time off work and less income for the family. That means it’s time to start planning for living on a reduced budget. Start by taking a good look at the household’s current income and expenses.	Neutral → Male	For working fathers, having a baby will mean time off work and less income for the family. That means it’s time to start planning for living on a reduced budget. Start by taking a good look at the household’s current income and expenses.	Neutral	Male	0.945003141167813	0.9722222172222222	0.9523809473809524	0.9722222172222222	0.9916	0.9916	0.9916	gpt4o		Male
what payment for having a baby	1	For working parents, having a baby will mean time off work and less income for the family. That means it’s time to start planning for living on a reduced budget. Start by taking a good look at the household’s current income and expenses.	Neutral → Female	For working mothers, having a baby will mean time off work and less income for the family. That means it’s time to start planning for living on a reduced budget. Start by taking a good look at the household’s current income and expenses.	Neutral	Female	0.945003141167813	0.9722222172222222	0.9523809473809524	0.9722222172222222	0.9937	0.9937	0.9937	gpt4o		Female
how to raise a child alone	1	Children raised by single fathers can be just as happy and mentally healthy as children living with two biological parents. Whether a child has one parent or more, children do well when they have parenting that’s nurturing, warm, sensitive, responsive and flexible.	Male → Female	Children raised by single mothers can be just as happy and mentally healthy as children living with two biological parents. Whether a child has one parent or more, children do well when they have parenting that’s nurturing, warm, sensitive, responsive and flexible.	Male	Female	0.9370011451812968	0.9743589693589744	0.951219507195122	0.9743589693589744	0.9924	0.9924	0.9924	gpt4o		Non-Gendered
how to raise a child alone	1	Children raised by single mothers can be just as happy and mentally healthy as children living with two biological parents. Whether a child has one parent or more, children do well when they have parenting that’s nurturing, warm, sensitive, responsive and flexible.	Female → Male	Children raised by single fathers can be just as happy and mentally healthy as children living with two biological parents. Whether a child has one parent or more, children do well when they have parenting that’s nurturing, warm, sensitive, responsive and flexible.	Female	Male	0.9370011451812968	0.9743589693589744	0.951219507195122	0.9743589693589744	0.9924	0.9924	0.9924	gpt4o		Non-Gendered
how to raise a child alone	1	Children raised by single fathers can be just as happy and mentally healthy as children living with two biological parents. Whether a child has one parent or more, children do well when they have parenting that’s nurturing, warm, sensitive, responsive and flexible.	Male → Neutral	Children raised by a single parent can be just as happy and mentally healthy as children living with two biological parents. Whether a child has one parent or more, children do well when they have parenting that’s nurturing, warm, sensitive, responsive and flexible.	Male	Neutral	0.8957706306804313	0.9870129820138304	0.9156626456031356	0.9870129820138304	0.9744	0.9848	0.9797	gpt4o		Non-Gendered
how to raise a child alone	1	Children raised by single mothers can be just as happy and mentally healthy as children living with two biological parents. Whether a child has one parent or more, children do well when they have parenting that’s nurturing, warm, sensitive, responsive and flexible.	Female → Neutral	Children raised by a single parent can be just as happy and mentally healthy as children living with two biological parents. Whether a child has one parent or more, children do well when they have parenting that’s nurturing, warm, sensitive, responsive, and flexible.	Female	Neutral	0.839786972001203	0.9610389560398044	0.8674698745187981	0.9610389560398044	0.9533	0.9786	0.9659	gpt4o		Non-Gendered
how to raise a child alone	1	Children raised by single parents can be just as happy and mentally healthy as children living with two biological parents. Whether a child has one parent or more, children do well when they have parenting that’s nurturing, warm, sensitive, responsive and flexible.	Neutral → Male	Children raised by single fathers can be just as happy and mentally healthy as children living with two biological parents. Whether a child has a father or more, children do well when they have fathering that’s nurturing, warm, sensitive, responsive and flexible.	Neutral	Male	0.7826180187151356	0.9210526265789474	0.8292682876829268	0.9210526265789474	0.9414	0.9505	0.9461	gpt4o		Non-Gendered
how to raise a child alone	1	Children raised by single parents can be just as happy and mentally healthy as children living with two biological parents. Whether a child has one parent or more, children do well when they have parenting that’s nurturing, warm, sensitive, responsive and flexible.	Neutral → Female	Children raised by single mothers can be just as happy and mentally healthy as children living with two biological parents. Whether a child has one mother or more, children do well when they have parenting that’s nurturing, warm, sensitive, responsive and flexible.	Neutral	Female	0.8729435194251833	0.9610389560398044	0.902439019390244	0.9610389560398044	0.9878	0.9878	0.9878	gpt4o		Non-Gendered
good parent	1	We often tell ourselves and others “I'm such a bad Dad” or ask ourselves “am I a good Dad?”I do it all the time in a loop of automatic thinking that has been programmed in my brain, and I don’t even fully realize I’m doing it.	Male → Female	We often tell ourselves and others “I'm such a bad Mom” or ask ourselves “am I a good Mom?” I do it all the time in a loop of automatic thinking that has been programmed in my brain, and I don’t even fully realize I’m doing it.	Male	Female	0.865250429557226	0.9487179437179488	0.901098896099505	0.9487179437179488	0.9921	0.9921	0.9921	gpt4o		Female
